code	meaning
F-02118	Post-operative case resolved - Case Closed
F-02450	HEALING STATE
F-03003	HYPERTHERMIA
F-03004	HYPOTHERMIA
F-03103	SKIN TEMPERATURE INCREASE
F-03180	HEAT PROSTRATION
F-03413	HAIR GROWTH FUNCTION, INCREASED
F-04140	SECRETION OF MUCOUS
F-04260	INCOMPETENCE, FUNCTIONAL
F-04320	REDUCTION
F-04410	INSUFFICIENCY
F-04600	DIATHESIS, NOS
F-08000	INFANCY, NOS
F-08100	CHILDHOOD
F-08110	ADOLESCENCE
F-08240	SENESCENCE
F-08310	DISORDER OF GROWTH AND DEVELOPMENT
F-0A320	ALTERATION IN NUTRITION: LESS THAN BODY REQUIREMENTS
F-10022	ELECTROLYTE IMBALANCE
F-10123	HYPERCALCEMIA
F-10124	HYPOCALCEMIA
F-10303	ACIDOSIS
F-10304	Alkalosis
F-10361	NORMAL PRESENCE OF IRON
F-10364	DECREASED LEVEL OF IRON
F-10470	OXYGEN
F-10474	OXYGEN DECREASE (HYPOXIA)
F-10513	HYPERPHOSPHATEMIA (T-0X000)
F-10514	PHOSPHORUS, DECREASED LEVEL
F-10533	HYPERKALEMIA
F-10534	HYPOKALEMIA
F-10583	Hypernatremia
F-10584	HYPONATREMIA
F-11000	SIMPLE ORGANIC COMPOUND, NOS
F-11390	CREATININE
F-11824	HYPOGLYCEMIA
F-12093	GLYCOGEN INCREASE
F-12214	PROTEIN, SERUM, DECREASED LEVEL
F-12224	ALBUMIN, DECREASED
F-12540	ANGIOTENSIN I
F-12573	BETA GLOBULIN, INCREASED
F-12706	PROTEINURIA
F-12992	PIGMENT, ABNORMAL
F-13166	MYOGLOBIN, ABNORMAL PRESENCE OF
F-13200	FATTY ACID, NOS
F-13600	LIPID, NOS
F-13602	LIPID DISORDER
F-14160	PROSTAGLANDIN PGF2 ALPHA
F-14290	ARGININE
F-14460	HOMOCYSTINE
F-14465	HOMOCYSTEINE
F-14610	PHENYLALANINE
F-25002	HORMONAL DISORDER
F-25130	LHRH
F-25710	ANTIDIURETIC HORMONE (ADH)
F-26303	ACTH INCREASE
F-26304	ACTH DECREASE
F-26570	TESTOSTERONE
F-27112	GONADOTROPIN DISORDER
F-27312	INSULIN DISORDER
F-29290	BLOOD ASPIRATION
F-30000	NORMAL REPRODUCTIVE STATE
F-30010	ABNORMAL REPRODUCTIVE STATE
F-30020	MENSTRUATION, NORMAL, NOS
F-30050	MENSTRUATION, ABNORMAL CYCLE
F-30060	DYSFUNCTIONAL UTERINE BLEEDING
F-30090	AMENORRHEA, NOS
F-30170	MENORRHAGIA
F-30190	OLIGOMENORRHEA
F-30200	Menstrual Cramps
F-30400	MENOSTAXIS
F-30480	ANDROPAUSE (MALE CLIMACTERIC)
F-30540	OVULATION
F-30670	IMPLANTATION, NOS
F-30671	IMPLANTATION BLEEDING
F-30710	INFERTILITY, NOS
F-30720	MALE INFERTILITY
F-30850	INSEMINATION, NOS
F-30900	SPERMATOGENESIS
F-30950	OLIGOSPERMIA
F-30960	ASPERMIA
F-30980	NON PREGNANT STATE
F-31000	PREGNANCY
F-31010	PREGNANCY, NORMAL, NOS
F-31020	PREGNANCY, FIRST TRIMESTER
F-31030	PREGNANCY, SECOND TRIMESTER
F-31040	PREGNANCY, THIRD TRIMESTER
F-31060	PREMATURITY
F-31070	PREGNANCY, TERM
F-31080	PREGNANCY, PROLONGED
F-310X0	PREGNANCY, ABNORMAL NOS
F-31110	PREGNANCY, MULTIPLE
F-31150	ANTEPARTUM STATE
F-31170	POSTPARTUM STATE
F-31300	Labor, Active
F-31320	DYSTOCIA
F-31540	PARTURITION, NOS
F-31560	PREGNANCY DELIVERED, TERM
F-31570	PREGNANCY DELIVERED, PREMATURE
F-31580	PREGNANCY DELIVERED, POSTMATURE
F-31600	Miscarriage
F-31680	ABORTION, SPONTANEOUS
F-31700	ABORTION, THREATENED
F-31730	ABORTION, THERAPUTIC
F-31920	LACTATION, NOS
F-31925	AGALACTIA
F-32010	UTERINE CONTRACTION, NOS
F-32330	CERVICAL EFFACEMENT
F-32350	PLACENTAL SEPARATION, NOS
F-32360	PLACENTAL EXPULSION, SPONTANEOUS, NOS
F-33110	FETAL MOVEMENTS, ACTIVE
F-33150	FETAL DESCENT
F-33700	FETAL GROWTH, NORMAL
F-33710	FETUS, SMALL FOR GESTATIONAL AGE
F-34040	CEPHALIC PRESENTATION
F-34050	VERTEX PRESENTATION
F-34120	OCCIPUT ANTERIOR POSITION
F-34140	FACE PRESENTATION
F-34280	BREECH PRESENTATION
F-35000	NEWBORN STATE
F-35020	PRENATAL STATE
F-35060	NEWBORN, PREMATURE BIRTH NOS
F-35090	NEWBORN, PREMATURE BIRTH, TWIN, NOS
F-35150	NEWBORN, TERM BIRTH, NOS
F-35250	STILLBIRTH, NOS
F-35330	DEATH, FETAL IN-UTERO
F-35350	TERM BIRTH, TWINS, STILLBORN
F-41000	IMMUNE RESPONSE
F-41080	PHOTOSENSITIZATION
F-41600	SHWARTZMAN REACTION
F-42310	AGGLUTINATION
F-42400	HYPERSENSITIVE REACTION, NOS
F-42600	HYPERSENSITIVITY, IMMEDIATE, NOS
F-42800	TRANSFUSION REACTION
F-49040	SKIN TEST REACTION, POSITIVE
F-49050	SKIN TEST REACTION, NEGATIVE
F-49090	SKIN TEST, REACTION, UNTOWARD, LOCAL
F-49110	SKIN TEST REACTION, WHEAL
F-49150	Skin Test OVA
F-52774	Chronic vomiting.
F-53900	HEMOLYSIS, NOS
F-54302	DISORDER OF HEMOSTASIS
F-54620	Erythropoietin
F-60002	DIGESTIVE TRACT FUNCTION, ABNORMAL
F-60014	ANOREXIA
F-60015	ANOREXIA, PARTIAL
F-60020	HUNGER, FOOD
F-60130	DIET REJECTION/FEEDING PROBLEM
F-60270	POLYDIPSIA
F-60280	THIRST
F-60290	INGESTION
F-60295	INGESTION OF FOREIGN MATERIAL, NOS
F-60296	GEOPHAGIA
F-60310	TOOTH ERUPTION, NOS
F-60320	TOOTH ERUPTION, LATE
F-60340	TOOTH ATTRITION, NOS
F-60400	Gingival Recession
F-60430	MALOCCLUSION, NOS
F-60500	OVERBITE, NOS
F-60690	HALITOSIS (BAD BREATH)
F-60770	TOOTHACHE
F-60803	SALIVARY SECRETION, INCREASED
F-61030	ACHALASIA, NOS
F-61310	INDIGESTION
F-61320	BLOATING
F-61361	GASTRIC MOTILITY, NORMAL
F-61362	GASTRIC MOTILITY, ABNORMAL
F-61460	DIGESTIVE PERISTALSIS
F-61463	PERISTALSIS, DIGESTIVE, INCREASED
F-61570	VOMITING
F-61575	Emesis
F-61590	VOMITING, CYCLICAL
F-62002	MALABSORPTION
F-62101	SMALL BOWEL MOTILITY, NORMAL
F-62102	SMALL BOWEL MOTILITY, ABNORMAL
F-62210	TYMPANITES
F-62330	FLATULENCE
F-62350	CONSTIPATION
F-62400	DIARRHEA
F-62420	DIARRHEA, MENSES ASSOCIATED
F-62450	DIARRHEA, DIET ASSOCIATED (E-X0000)
F-63B88	CENTRAL MYELIN PROTEIN
F-65012	ABNORMAL RENAL FUNCTION
F-65610	HYPOSTHENURIA
F-65852	RETENTION OF URINE
F-66103	POLYURIA
F-70010	SHOCK
F-70040	HYPOVOLEMIC SHOCK
F-70060	HEMORRHAGIC SHOCK
F-70103	INCREASED BLOOD VOLUME
F-70304	CARDIAC OUTPUT, DECREASED
F-70330	CARDIAC TAMPONADE (T-32000)
F-70340	CARDIAC OUTPUT, DECREASED
F-70700	HYPERTENSION, NOS
F-71100	HYPOTENSION, NOS
F-71440	SODIUM PERBORATE (VINCE)
F-71872	PULSE, FEMORAL, ABNORMAL
F-71920	PULSE RATE, NOS
F-72104	REDUCTION OF BLOOD FLOW
F-73101	CARDIAC RHYTHM, NORMAL
F-73102	CARDIAC RHYTHM, ABNORMAL, NOS
F-73140	TACHYCARDIA, NOS
F-73160	BRADYCARDIA
F-73760	PVCs, INTERPOLATED
F-74400	HEART SOUND, NOS
F-74401	HEART SOUND, ABNORMAL
F-74414	HEART SOUND, REDUCED INTENSITY
F-74600	MURMUR, CARDIAC, NOS
F-74640	SYSTOLIC MURMUR, NOS
F-74650	MURMUR, HOLOSYSTOLIC
F-74700	MURMUR, DIASTOLIC, NOS
F-74760	THRILL
F-74900	VASCULAR DILATATION, NOS
F-75001	RESPIRATORY FUNCTION, NORMAL
F-75002	RESPIRATORY FUNCTION, ABNORMAL, NOS
F-75020	RESPIRATORY FAILURE, ACUTE
F-75040	DYSPNEA
F-75050	DYSPNEA, EXERTIONAL
F-75071	PNEUMONIA, NOS
F-75160	INHALATION
F-75602	RESPIRATORY RATE, ABNORMAL
F-75603	TACHYPNEA
F-75605	APNEA
F-75801	RESPIRATORY SOUNDS, NORMAL
F-75802	RESPIRATORY SOUNDS, ABNORMAL
F-75860	COUGH
F-7586X	COUGHING UP BLOOD
F-76110	WHEEZING
F-76160	FRICTION RUB, PLEURAL
F-76180	CREPITATION
F-76230	SNEEZING
F-76240	STERTOROUS RESPIRATION
F-76580	HYPOVENTILATION, ACUTE
F-77600	NEUTROPHILIC LEUKOCYTOSIS
F-79000	ASPIRATION, NOS
F-79010	ASPIRATION, FOREIGN BODY
F-79020	ASPIRATION, GASTRIC CONTENTS
F-79030	ASPIRATION, FOOD MATERIAL
F-79050	ASPIRATION, MECONIUM
F-79090	ASPIRATION, BLOOD
F-80002	NERVOUS SYSTEM DISORDER, NOS
F-80173	HYPERTONUS, MUSCULAR
F-80174	HYPOTONUS, MUSCULAR
F-80620	MUSCLE CONTRACTION
F-80840	PARALYSIS
F-80850	PARESIS, NOS
F-80900	MUSCULAR PARALYSIS, NEUROLOGICAL, NOS
F-80910	MUSCLE WEAKNESS, NEUROLOGICAL
F-80920	FLACCID PARALYSIS, NOS
F-80940	SPASTIC PARALYSIS
F-81070	PARAPLEGIA
F-81200	HEMIPARESIS, NOS
F-81330	DYSTONIA
F-81340	HYPERACTIVITY
F-81360	HYPOKINESIA
F-81370	TRISMUS
F-81380	SPASM
F-81390	CRAMP
F-81410	TORTICOLLIS
F-81430	OPISTHOTONUS
F-81440	MYOCLONUS
F-81470	FASCICULATION
F-81603	HYPERREFLEXIA
F-81604	HYPOREFLEXIA
F-81620	PATELLAR REFLEX
F-81740	DYSMETRIA, NOS
F-81812	EQUILIBRATION DISORDER, NOS
F-82013	HYPERESTHESIA
F-82015	TACTILE ANESTHESIA
F-82050	PAIN SENSATION
F-82300	ITCHING
F-82600	PAIN
F-82610	TENDERNESS
F-82700	HEADACHE
F-84202	COORDINATION DISORDER, NOS
F-84302	GAIT ABNORMALITY, NOS
F-84340	GAIT, SPASTIC
F-84350	GAIT, SHUFFLING
F-84390	GAIT, STAGGERING
F-84420	LIMP
F-84580	ATAXIA
F-84600	TREMOR, NOS
F-84620	TREMOR, INTENTION
F-85570	UNCONSCIOUSNESS
F-85680	CONCUSSION
F-85700	STUPOR
F-85710	CATATONIA
F-85760	LETHARGY
F-85810	DROWSINESS
F-87000	SEIZURE, NOS (CONVULSION)
F-87902	CSF CIRCULATION DISORDER, NOS
F-87913	CEREBROSPINAL FLUID PRESSURE, INCREASED
F-89032	MOBILITY, ABNORMAL
F-89040	MOBILITY, PARTIAL, NOS
F-89050	EXTENSION
F-89053	HYPEREXTENSION
F-89060	FLEXION, NOS
F-89070	INTERNAL ROTATION (ADDUCTION)
F-89080	EXTERNAL ROTATION (ABDUCTION)
F-89160	MUSCLE STIFFNESS
F-89200	BONE FUNCTION, NOS
F-89342	BONE FORMATION, ABNORMAL
F-89502	JOINT FORMATION, DISORDER
F-89540	JOINT FUNCTION, NOS
F-89542	JOINT FUNCTION DISORDER
F-90130	NERVOUSNESS
F-90410	DISORIENTATION, NOS
F-90540	PERSISTENCE
F-90820	DEPRESSION, NOS
F-90850	FEAR
F-90900	APATHY
F-90905	SUBORDINATE BEHAVIOR
F-90940	AGGRESSIVE BEHAVIOR (AGONISTIC)
F-90945	DOMINANT BEHAVIOR
F-91200	STEREOTYPY
F-91255	HAIR PLUCKING
F-91260	EYE POKING
F-91350	FLOATING LIMB
F-92220	PSEUDOCYESIS
F-92300	ABNORMAL FEAR
F-93410	MENTAL RETARDATION
F-94000	BEHAVIOR, NOS
F-94010	ABNORMAL BEHAVIOR, NOS
F-94210	BEHAVIOR DISORDER OF CHILDHOOD AND ADOLESCENCE, NOS
F-94800	ANOREXIA NERVOSA
F-94840	NAIL-BITING
F-94850	THUMB-SUCKING
F-94860	SELF-CLASPING
F-94900	PICA (ABNORMAL CRAVING)
F-95310	HYSTERIA, NOS
F-95700	PSYCHOSOMATIC FACTOR IN PHYSICAL CONDITION, NOS
F-96070	ABNORMAL SEXUAL STATE AND DEVELOPMENT
F-97450	SEMINAL EMISSION
F-97520	SUCKING
F-97525	SELF-ORAL BEHAVIOR
F-97610	DECREASED LIBIDO
F-97630	MASTURBATION
F-98171	Ejaculation, Collar placement
F-98172	Ejaculation, collar removal
F-98990	MASTURBATION, HABITUAL
F-99850	COPROPHILIA
F-99851	COPROPHAGIA
F-9X100	VETERINARY EXEMPTION - ENVIRONMENTAL ENHANCEMENT
F-C0070	ADJUVANT RESPONSE
F-CB220	FREUND'S ADJUVANT
F-X0100	BLINDNESS
F-X1320	SQUINT, NOS
F-X2200	NYSTAGMUS
F-X2510	ANISOCORIA
F-X2520	MYDRIASIS
F-X2530	MIOSIS
F-X2800	EYELID FUNCTION, NOS
F-X2920	EPIPHORA
F-X3480	PUPIL CONSTRICTION (T-XX530)
F-Y0000	POISONING
F-Y0064	INTRAPARTUM MATERNAL DEATH
F-Y0200	ADVERSE DRUG EFFECT, NOS
F-Y0210	DRUG IDIOSYNCRATIC EFFECT
F-Y0215	Collar check
F-Y0220	Collar removal
F-Y0225	Collar placement
F-Y0240	DRUG OVERDOSE, NOS
F-Y1100	FALL, NOS
F-Y1170	FALL FROM BUILDING
F-Y1190	FALL FROM SURGICAL TABLE
F-Y1290	JUMPING
F-Y1310	URINE DRINKING
F-Y1320	SALUTING
F-Y1340	MALADAPTIVE RESPONSE
F-Y1530	ALTERCATION
F-Y1540	BITES (ASSAULT)
F-Y1560	DEATH DUE TO FIGHT (ASSAULT BATTERY)
F-Y1600	INJURY, SELF-INFLICTED, NOS
F-Y1602	SELF-BITING, INJURY
F-Y1604	SELF-BITING, NO INJURY
F-Y1610	SELF INJURIOUS BEHAVIOR
F-Y1620	PERINATAL DEATH
F-Y1710	POSTPARTUM DEATH
F-Y1800	DEATH, NOS
F-Y1840	SUDDEN UNEXPECTED DEATH IN INFANCY
F-Y1870	DEATH DUE TO EXPERIMENT (IATROGENIC)
F-Y1900	ACUTE SURGICAL DEATH (INTRAOPERATIVE)
F-Y1910	DEATH, POST-OPERATIVE
F-Y1930	DEAD ON ARRIVAL
F-Y1950	DEATH IN QUARANTINE (IN HOSPITAL)
F-Y2100	ASPHYXIATION
F-Y2110	AZOTEMIA,  NOS.
F-Y2120	HANGING
F-Y2140	STRANGULATION
F-Y2150	SUFFOCATION
F-Y2190	ASPHYXIATION, ENVIRONMENTAL TOXIC GAS
F-Y2220	DROWNING, NOS
F-Y2400	DEATH, NATURAL CAUSES
F-Y2420	DEATH, NATURAL, CAUSE PROVED BY AUTOPSY
F-Y2440	DEATH, NATURAL, PROBABLE CAUSE SUSPECTED
F-Y2450	DEATH, NATURAL, UNKOWN CAUSE
F-Y2690	INFANTICIDE
F-Y2770	EUTHANASIA
F-Y2900	EUTHANASIA, NONEXPERIMENTAL
F-Y2905	EUTHANASIA OF SURPLUS ANIMAL
F-Y2910	EUTHANASIA, EXPERIMENTAL
F-Y2913	EUTHANASIA, QUARANTINE
F-Y2915	SPONTANEOUS DEATH
F-Y2920	SPONTANEOUS DEATH IN QUARANTINE
F-Y2925	NEONATAL DEATH (<28 DAYS OF AGE, BREATHED ONCE)
F-Y2930	SPONTANEOUS DEATH, EXPERIMENTAL SUBJECT
F-Y2935	STILLBIRTH (>130 DAYS GESTATION, NEVER BREATHED)
F-Y2940	ABORTION (<130 DAYS GESTATION)
F-Y3100	ACCIDENTAL DEATH, NOS
F-Y3500	DEATH, UNDETERMINED MANNER OF, NOS
F-Y3710	VICTIM OF PHYSICAL TRAUMA, NOS
F-Y3712	CQS 0 (No hair loss)
F-Y3714	CQS 1 (<10% hair loss)
F-Y3716	CQS 2 (10%-24% hair loss)
F-Y3718	CQS 3 (25%-49% hair loss)
F-Y3720	CQS 4 (50%-74% hair loss)
F-Y3722	CQS 5 (75% or greater hair loss)
F-Y3940	VICTIM STATUS, INFANT NEGLECT
F-Y3950	INFANT ABUSE
F-Y4430	MUMMIFIED FETUS
F-Y4500	Disease Inactive, current Rx-Case Closed
F-Y4510	Disease Active, current Rx – Case Closed
F-Y4520	Chronic Disease, current (or ongoing) Rx – Case Closed
F-YY001	BODY CONDITION: CACHEXIC
F-YY002	BCS 1/5 (thin to cachexic)
F-YY003	BCS 2/5 (lean)
F-YY004	BCS 3/5 (good/normal)
F-YY005	BCS 4/5 (overweight-mild to moderate)
F-YY006	BCS 5/5 (obese)
F-YY100	Positive
F-YY110	Negative
F-YY62X	DIARRHEA, BLOODY-MUCUS
F-YY62Y	NORMAL STOOL, BLOODY-MUCUS
M-00010	MORPHOLOGY UNKNOWN
M-00030	MORPHOLOGY NOT ASSIGNED IN SNOMED
M-00100	NORMAL APPEARANCE
M-00110	NO PATHOLOGIC FINDING
M-00120	NORMAL CELLULAR MORPHOLOGY
M-00125	CYTOLOGY
M-00200	NORMAL SIZE
M-00240	Shape, Normal
M-00320	Consistency, Normal
M-00360	NORMAL POSITION
M-01000	MORPHOLOGIC ABNORMALITY, NOS
M-01100	LESION, NOS
M-01110	MINIMAL LESION
M-01120	DEFECT, NOS
M-01220	BULGE, NOS
M-01400	ABNORMAL APPEARANCE, NOS
M-01500	NARROWING, NOS
M-01560	INDENTATION, NOS
M-01561	COMPRESSION, NOS
M-01565	FISSURE, NOS
M-01680	RASH, NOS
M-02000	SHAPE, ABNORMAL, NOS
M-02500	SIZE, ABNORMAL
M-02510	SIZE INCREASED, NOS
M-02520	SIZE, DECREASED, NOS
M-02525	Increased, NOS
M-02530	SIZE, INEQUALITY OF
M-02535	Decreased, NOS
M-02570	SWELLING, NOS
M-02580	SHRINKAGE, NOS
M-02600	THICKNESS, ABNORMAL, NOS
M-02610	THICKNESS, INCREASED
M-02620	THICKNESS, DECREASED
M-02630	WEARING AWAY
M-02700	CONSISTENCY ABNORMAL, NOS
M-02720	CONSISTENCY, ABNORMALLY SOFT
M-02740	CONSISTENCY, ABNORMALLY HARD
M-02750	FRIABILITY, ABNORMAL
M-02800	ORGAN WEIGHT, ABNORMAL, NOS
M-02810	ABNORMAL WEIGHT, NOS
M-02840	ABNORMAL DECREASE IN WEIGHT
M-02900	DENSITY, ABNORMAL, NOS
M-02910	DENSITY, INCREASED
M-02920	DENSITY, DECREASED
M-02930	INCREASED MARKINGS
M-02960	OPACITY, NOS
M-03000	MASS, LOCALIZED, NOS
M-03002	MASS, MULTIPLE
M-03003	MASS, SOFT
M-03005	MASS, FIRM
M-03010	NODULE, NOS
M-03020	NODULE, CALCIFIED
M-03130	PAPULE, NOS
M-03250	PLAQUE, NOS
M-04000	DISCOLORATION, NOS
M-04020	CYANOSIS
M-04030	COLOR, PURPLISH-RED
M-04040	COLOR, ABNORMAL RED
M-04050	COLOR, ABNORMAL YELLOW
M-04070	COLOR, ABNORMAL GREY
M-04090	COLOR, ABNORMAL LOSS
M-06000	NORMAL VARIATION, NOS
M-06020	NORMAL VARIATION IN SIZE
M-06030	NORMAL VARIATION IN SHAPE
M-06040	NORMAL VARIATION OF POSITION
M-09010	TISSUE UNSATISFACTORY FOR DIAGNOSIS
M-09030	MORPHOLOGIC ARTIFACT
M-09100	NO TISSUE RECEIVED
M-09200	TISSUE SURGICALLY REMOVED
M-10000	TRAUMATIC ABNORMALITY, NOS
M-10001	Minor Trauma
M-10020	INJURY, BIRTH
M-10030	INJURY, POSTMORTUM
M-10040	INJURY, STRETCH
M-10050	INJURY, RECENT TRAUMA
M-100D5	Limb Entrapment
M-10400	COMPRESSION INJURY, NOS
M-10430	DECOMPRESSION INJURY, NOS
M-10540	DECUBITIS ULCERS
M-11100	BURN, NOS
M-11102	BURN 2ND DEGREE
M-11120	BURN, ELECTRICAL
M-11200	COLD INJURY, NOS
M-11240	FROSTBITE
M-11420	SUNBURN
M-12000	FRACTURE, NOS
M-12002	FRACTURE, WITH DISPLACEMENT
M-12006	FRACTURE, HEALING
M-12010	FRACTURE, TRANSVERSE
M-12020	FRACTURE, OBLIQUE
M-12030	FRACTURE, SPIRAL
M-12040	FRACTURE, LINEAR
M-12050	FRACTURE, IMPACTED
M-12060	FRACTURE, INTRA-ARTICULAR
M-12090	FRACTURE, COMMINUTED
M-12100	FRACTURE, CLOSED, NOS
M-12110	FRACTURE, CLOSED, TRANSVERSE
M-12120	FRACTURE CLOSED, OBLIQUE
M-12130	FRACTURE, CLOSED, SPIRAL
M-12140	FRACTURE, CLOSED, LONGITUDINAL
M-12150	FRACTURE, CLOSED, IMPACTED
M-12200	FRACTURE, OPEN, NOS
M-12210	FRACTURE, OPEN, TRANSVERSE
M-12250	FRACTURE, OPEN, IMPACTED
M-12290	FRACTURE, OPEN, COMMINUTED
M-12300	FRACTURE, UNUNITED, NOS
M-12500	FRACTURE, HEALED, NOS
M-12610	FRACTURE, CHIP
M-12800	FRACTURE, MULTIPLE, NOS
M-13000	DISLOCATION, NOS
M-13010	DISLOCATION, COMPLETE
M-13020	DISLOCATION, INCOMPLETE, NOS
M-13500	FUSION, NOS
M-13510	ANKYLOSIS
M-13530	ANKYLOSIS, OSSEOUS
M-13540	SYNOSTOSIS
M-13550	SPONDYLOSIS, NOS
M-14000	WOUND, NOS
M-14003	WOUND, HEALING
M-14004	WOUND, HEALED
M-14005	WOUND, NON-HEALED, NOS
M-14007	WOUNDS, MULTIPLE
M-14010	WOUND, INFECTED, NOS
M-14020	WOUND, SURGICAL, NOS
M-14025	WOUND, SURGICAL, NON-HEALED
M-14026	WOUND, SURGICAL, RECENT
M-14027	WOUND, SURGICAL, MULTIPLE
M-14050	WOUND, SURGICAL, INFECTED
M-14070	BIOPSY INCISION
M-14081	WOUND FROM CAGEMATE, PAIRED
M-14082	WOUND FROM CAGEMATE, GROOMING BAR
M-14083	WOUND FROM NEIGHBOR, NOT PAIRED
M-14100	WOUND, ABRADED, NOS
M-14105	WOUND, DEGLOVING
M-14110	EROSION, NOS
M-14116	EROSION, RECENT
M-14200	BRUISE
M-14310	WOUND, PUNCTURE, NOS
M-14360	BITE, NOS
M-14380	INJECTION SITE, NOS
M-14400	WOUND, LACERATED, NOS
M-14410	SPRAIN
M-14430	RUPTURE, NOS
M-14500	WOUND, PENETRATING, NOS
M-14510	WOUND, GUNSHOT, NOS
M-14700	WOUND, PERFORATING
M-14800	AMPUTATED STRUCTURE, NOS
M-14801	AMPUTATED STRUCTURE, INCOMPLETE
M-14802	AMPUTED STRUCTURE, COMPLETE
M-14830	TRANSECTED STRUCTURE, NOS
M-14835	TRANSECTED STRUCTURE, SURGICAL
M-14840	DECAPITATION
M-14920	WOUND, AVULSED
M-14930	EVISCERATED STRUCTURE, NOS
M-14940	TORSION INJURY
M-14960	WOUND, MUTILATING
M-15000	ABSENCE, ACQUIRED, NOS
M-15020	ABSENCE, ACQUIRED, SURGICAL
M-15600	TRANSPLANTED TISSUE
M-15800	IMPLANT, NOS
M-15860	IMPLANT, THERAPEUTIC
M-15865	IMPLANTED EXPERIMENTAL DEVICE
M-15885	ATTACHED EXPERIMENTAL DEVICE
M-18200	ANASTOMOSIS, POSTOPERATIVE STATE
M-20000	CONGENITAL MALFORMATION
M-20050	DEVELOPMENTAL IMMATURITY
M-20100	CONGENITAL ABNORMAL FUSION
M-20400	ATRESIA, CONGENITAL, NOS
M-20500	CONGENITAL HYPERTROPHY
M-20640	GROWTH, ABNORMALLY LONG, NOS
M-21000	CONGENITAL ABSENCE, NOS
M-21010	PHOCOMELIA
M-21300	CONGENITAL HYPOPLASIA
M-21310	CONGENITAL ISCHEMIC ATROPHY
M-21400	PERSISTENT EMBRYONIC STRUCTURE
M-21510	CONGENITAL CLEFT, NOS
M-21620	MENINGOCELE, NOS
M-21900	INCOMPLETE CLOSURE, CONGENITAL, NOS
M-22160	OVERRIDING OF SKULL BONES
M-22200	MOBILE COLON
M-22300	STRUCTURE, SUPERNUMERARY, NOS
M-22310	Accessory adrenocortical nodule
M-22500	PIGEON BREAST DEFORMITY
M-22520	OSTEOCHONDRODYSTROPHY
M-22540	CONGENITAL OSTEOPETROSIS
M-22660	SCOLIOSIS, CONGENITAL
M-23600	ATELECTASIS NEONATORUM
M-24100	POSITION OF HEART, ABNORMAL, NOS
M-24300	ATRIAL SEPTAL DEFECT
M-24400	INTERVENTRICULAR SEPTAL DEFECT
M-24600	VENOUS MALFORMATION
M-24630	ANOMALOUS VASCULAR DISTRIBUTION, NOS
M-24920	TETRALOGY OF FALLOT
M-25100	CUTANEOUS MALFORMATION, CONGENITAL, NOS
M-25420	Porencephaly, congenital
M-26000	ECTOPIA, NOS
M-26020	ECTOPIC PANCREAS
M-26090	ADRENAL EMBRYONAL REST
M-26140	ECTOPIC SPLEEN
M-26150	ECTOPIC SPLENIC TISSUE
M-26200	CRYPTORCHISM
M-26240	ECTOPIC THYMIC TISSUE
M-26500	CONGENITAL CYSTIC DILATATION
M-26560	DENTIGEROUS CYST
M-26730	POLYCYSTIC KIDNEY DISEASE, ADULT TYPE
M-27000	DEFICIENCY, CONGENITAL, NOS
M-28000	PRODUCTS OF CONCEPTION, NOS
M-28030	PRODUCTS OF CONCEPTION, RETAINED, NOS
M-28050	IMMATURE FETUS
M-28100	FETAL ABNORMALITY
M-28130	MACERATED FETUS
M-28200	MONSTER, NOS
M-28800	FETUS IN FETU
M-28890	FREEMARTIN
M-29170	PLACENTA PREVIA, NOS (T-88100)
M-29180	PLACENTA PREVIA MARGINALIS
M-29360	ABRUPTIO PLACENTA (T-88100)
M-29400	AMNION, ABNORMAL, NOS
M-29450	HYDRAMNIOS
M-29600	UMBILICAL CORD, ABNORMAL
M-30000	CALCULUS, NOS
M-30010	LITHIASIS, NOS
M-30020	CALCIUM CALCULUS
M-30150	DENTAL CALCULUS
M-30180	MICROLITHIASIS
M-30400	FOREIGN BODY, NOS
M-30450	BEZOAR
M-30460	TRICHOBEZOAR
M-31000	DISPLACEMENT
M-31010	MALPOSITION, NOS
M-31050	PROLAPSE (DISPLACEMENT, INFERIOR, PTOSIS)
M-31080	FLEXION DEFORMITY
M-31090	EXTENSION DEFORMITY
M-31100	SHORTENING, ABNORMAL
M-31110	ELONGATION, ABNORMAL
M-31130	INTUSSUSCEPTION
M-31140	DETACHMENT
M-31160	LOOSENING, NOS
M-31200	DEHISCENCE OF WOUND
M-31220	INVERSION
M-31280	ENOPHTHALMOS
M-31400	PROTRUSION, NOS
M-31500	CURVATURE, ABNORMAL,NOS
M-31510	SCOLIOSIS, NOS
M-31520	LORDOSIS, NOS
M-31530	KYPHOSIS
M-31550	KYPHOSCOLIOSIS
M-31580	CONTRACTURE
M-31600	HERNIA
M-31603	HERNIA, INCOMPLETE
M-31604	HERNIA, REDUCIBLE
M-31605	HERNIA, INCARCERATED
M-31650	HERNIATED TISSUE
M-31700	DEFORMITY, NOS
M-31730	PECTUS EXCAVATUM (FUNNEL CHEST)
M-31760	BOWING DEFORMITY
M-32100	DILATATION, NOS
M-32101	DILATATION, SACCULAR
M-32108	DILATATION, ACUTE
M-32130	DILATATION, PRESTENOTIC
M-32200	DISTENTION, NOS
M-32220	HYPERDISTENTION, NOS
M-32400	ANEURYSM, NOS
M-32401	ANEURYSM, RUPTURED
M-32470	ANEURYSM, DISSECTING
